structure_review_rank,structure_id,representative_candidate_id,representative_name,lon,lat,radius_km,diameter_km,member_count,member_candidate_ids,radius_min_km,radius_max_km,followup_score,review_tier,domain,geology_independence,geology_boundary_coincidence,geology_nearby_types,tid_artifact_risk,active_fault_coverage,nearest_active_fault_km,nearest_active_fault_name,nearest_active_fault_slip_type,fault_length_within_radius_km,fault_intersects_candidate,fault_search_degrees,active_fault_proximity_ratio,fault_control_flag
962,structure_0962,arc_0456,#451,64.88138916313395,48.90469655775856,48.61822648440829,97.23645296881658,1,arc_0456,48.61822648440829,48.61822648440829,0.524863461372076,D_background,land,1.0,0.0,basin;orogenic belt,0.0,1,497.9060586598075,,Dextral,0.0,0,5,10.241139890602229,no_mapped_active_fault_within_radius
963,structure_0963,arc_1027,#1026,-63.538172673673174,-36.57995487908553,20.961721681456066,41.92344336291213,1,arc_1027,20.961721681456066,20.961721681456066,0.5247693357840938,D_background,land,1.0,0.0,,0.0,1,911.2064587738772,,Subduction_Thrust,0.0,0,2,43.47001990680863,no_mapped_active_fault_within_radius
964,structure_0964,arc_0114,#116,157.25030940987153,64.10533172400736,191.296966019221,382.593932038442,1,arc_0114,191.296966019221,191.296966019221,0.5244629349999691,D_background,land,0.8095909852447631,0.1904090147552368,continental back-arc basin;shield;volcanic arc,0.0,1,190.17064917222686,,Dextral,1.5972082091800976,1,2,0.9941122074728516,intersects_active_fault
965,structure_0965,arc_0838,#835,107.53628409835733,70.0130470756316,70.29683206051405,140.5936641210281,1,arc_0838,70.29683206051405,70.29683206051405,0.5243973176150146,D_background,land,0.9422075452288404,0.0577924547711596,craton;shield,0.0,1,1052.8491868049832,,Spreading_Ridge,0.0,0,20,14.977192512724509,no_mapped_active_fault_within_radius
966,structure_0966,arc_0736,#720,-109.73766810710816,54.95553215509514,141.5170429297032,283.0340858594064,1,arc_0736,141.5170429297032,141.5170429297032,0.5243182240433155,D_background,land,0.9060338307638752,0.0939661692361246,orogenic belt;shield;volcanic arc,0.0,1,823.8129568125637,Mission fault,Normal,0.0,0,10,5.8212985500395344,no_mapped_active_fault_within_radius
967,structure_0967,arc_0519,#514,152.35488804392622,68.96693949510363,107.86329590276732,215.72659180553464,1,arc_0519,107.86329590276732,107.86329590276732,0.5240824009521335,D_background,land,0.7408528196467252,0.2591471803532747,accretionary complex;orogenic belt;passive margin;shield;volcanic arc,0.0,1,327.3977986011674,,Reverse,0.0,0,5,3.0353031201299285,no_mapped_active_fault_within_radius
968,structure_0968,arc_1305,#1301,-117.87885111720017,40.11324985746484,110.48196249732838,220.96392499465676,1,arc_1305,110.48196249732838,110.48196249732838,0.5237200073052933,D_background,land,1.0,0.0,wide rift,0.0,1,2.14791754907758,Buena Vista Valley fault zone,Normal,1314.6344293157495,1,2,0.01944134137850348,intersects_active_fault
969,structure_0969,arc_0242,#242,-119.1222927279507,45.76542645894807,360.078637151426,720.157274302852,1,arc_0242,360.078637151426,360.078637151426,0.5224607482366772,D_background,land,0.6316589904411753,0.3683410095588246,accretionary complex;basin;magmatic province;ophiolite complex;orogenic belt;passive margin;volcanic arc;wide rift,0.3478199028166878,1,32.647989351188215,Horse Heaven Hills structure (NW trend),Reverse,555.3201768999772,1,2,0.09066905387519161,intersects_active_fault
970,structure_0970,arc_1258,#1255,-77.18329199698681,39.72039940123322,61.46496232741608,122.92992465483216,1,arc_1258,61.46496232741608,61.46496232741608,0.5222497690687278,D_background,land,0.8787842583584897,0.1212157416415102,accretionary complex;passive margin;volcanic arc,0.0070775651493131,1,1713.4294854155335,Cay Sal Fault,Reverse,0.0,0,20,27.87652380372921,no_mapped_active_fault_within_radius
971,structure_0971,arc_0365,#349,-2.9407285574861532,50.344174066681326,42.90026498747816,85.80052997495632,1,arc_0365,42.90026498747816,42.90026498747816,0.5220455015796637,D_background,mixed,0.9243054554749374,0.0756945445250626,orogenic belt,0.3051826179518487,1,562.911438442933,,Normal,0.0,0,10,13.12139770249058,no_mapped_active_fault_within_radius
972,structure_0972,arc_0253,#252,-116.25039197609202,46.27776626403677,53.258546224505935,106.51709244901187,1,arc_0253,53.258546224505935,53.258546224505935,0.5219231511380729,D_background,land,0.8257821179681625,0.1742178820318375,passive margin;volcanic arc;wide rift,0.0,1,107.42437079885974,Hite fault system,Sinistral,0.0,0,2,2.017035357030275,no_mapped_active_fault_within_radius
973,structure_0973,arc_0581,#575,-173.47899809701855,66.55482551664242,5.503602689204494,11.007205378408988,1,arc_0581,5.503602689204494,5.503602689204494,0.5217159252996745,D_background,land,1.0,0.0,,0.0,1,392.54077809733445,,Normal,0.0,0,10,71.32433067294568,no_mapped_active_fault_within_radius
974,structure_0974,arc_0628,#605,-132.31791683295282,67.83102915220394,21.10200544962013,42.20401089924026,1,arc_0628,21.10200544962013,21.10200544962013,0.5216858501206606,D_background,land,1.0,0.0,,0.0,1,520.9819544606636,,Strike-Slip,0.0,0,10,24.688741347569035,no_mapped_active_fault_within_radius
975,structure_0975,arc_0831,#828,114.84641927276004,69.28217777655063,22.920167317414496,45.84033463482899,1,arc_0831,22.920167317414496,22.920167317414496,0.5216442457004986,D_background,land,0.7290359774170416,0.2709640225829584,shield,0.0,1,1124.3638301256437,,Spreading_Ridge,0.0,0,10,49.05565542147523,no_mapped_active_fault_within_radius
976,structure_0976,arc_0704,#687,-21.993902939422583,16.366428415516406,2661.578642509005,5323.15728501801,1,arc_0704,2661.578642509005,2661.578642509005,0.5213373949784539,D_background,mixed,0.6017762028863056,0.3982237971136944,accretionary complex;continental back-arc basin;craton;narrow rift;oceanic crust;orogenic belt;passive margin;shield;volcanic arc,0.4992064948097828,1,1663.839236152008,,Spreading_Ridge,9051.365039296075,1,20,0.6251324719766865,intersects_active_fault
977,structure_0977,arc_0074,#069,2.739605681142848,-8.370117831069242,45.99267833988601,91.98535667977202,1,arc_0074,45.99267833988601,45.99267833988601,0.5211858026149576,D_background,ocean,1.0,0.0,,0.0939883549516384,1,1506.1987057417443,,,0.0,0,20,32.74866261562182,no_mapped_active_fault_within_radius
978,structure_0978,arc_0030,#020,14.538122754471232,-20.56293247100411,10.034873802905498,20.069747605810996,1,arc_0030,10.034873802905498,10.034873802905498,0.5210686395574184,D_background,land,0.6850241706423863,0.3149758293576137,orogenic belt;shield,0.0,1,1323.6834028819233,,Normal,0.0,0,20,131.90832579266356,no_mapped_active_fault_within_radius
979,structure_0979,arc_0302,#305,8.901337070910188,18.957026403890755,6.098452899767435,12.19690579953487,1,arc_0302,6.098452899767435,6.098452899767435,0.5209687154370323,D_background,land,1.0,0.0,,0.0,1,1340.230479707745,Western Fault Zone,Normal,0.0,0,20,219.76565232779856,no_mapped_active_fault_within_radius
980,structure_0980,arc_0904,#903,153.2003608088761,80.84807550242937,393.3883937188754,786.7767874377508,1,arc_0904,393.3883937188754,393.3883937188754,0.520760494197778,D_background,ocean,0.7323144478833576,0.2676855521166423,basin;magmatic province;narrow rift;oceanic crust;orogenic belt;passive margin;shield;wide rift,0.2554746994382263,1,1365.3966622677397,,Reverse,0.0,0,20,3.4708615812480836,no_mapped_active_fault_within_radius
981,structure_0981,arc_0792,#786,123.74071073530212,-7.165758404982892,109.94329582957268,219.88659165914535,1,arc_0792,109.94329582957268,109.94329582957268,0.5206189552965013,D_background,ocean,0.8972065076944385,0.1027934923055614,continental back-arc basin;volcanic arc,0.1511374541881495,1,74.76932415898635,,Dextral,205.96382933577377,1,2,0.6800717005508835,intersects_active_fault
982,structure_0982,arc_1045,#1044,50.79571955962575,-9.845758339807302,411.257804822578,822.515609645156,1,arc_1045,411.257804822578,411.257804822578,0.5202386899763278,D_background,ocean,0.9123531232741732,0.087646876725827,craton;narrow rift;oceanic crust;orogenic belt,0.2375998079927272,1,969.376832701015,,,0.0,0,10,2.357102579777706,no_mapped_active_fault_within_radius
983,structure_0983,arc_0775,#769,176.86397381249878,42.02567859452759,658.6122795305206,1317.2245590610412,1,arc_0775,658.6122795305206,658.6122795305206,0.5200813905338667,D_background,ocean,0.9650506970336374,0.0349493029663625,oceanic crust,0.2039732356956545,1,963.3992793996023,,Subduction_Thrust,0.0,0,10,1.4627715111633561,no_mapped_active_fault_within_radius
984,structure_0984,arc_0738,#723,-107.3354127564128,58.062440626136784,128.02204455878214,256.0440891175643,1,arc_0738,128.02204455878214,128.02204455878214,0.5198561406369091,D_background,land,0.8424111364601726,0.1575888635398273,orogenic belt;shield,0.0,1,1199.966414438274,Mission fault,Normal,0.0,0,20,9.37312334429483,no_mapped_active_fault_within_radius
985,structure_0985,arc_0588,#562,-174.17526462642286,64.9447359667433,27.481758225458297,54.96351645091659,1,arc_0588,27.481758225458297,27.481758225458297,0.5198179246439744,D_background,land,1.0,0.0,,0.1213771668735608,1,396.1688811592209,,Normal,0.0,0,10,14.415703606337008,no_mapped_active_fault_within_radius
986,structure_0986,arc_0793,#787,125.23599793506719,21.93774100408891,78.25926594633701,156.51853189267402,1,arc_0793,78.25926594633701,78.25926594633701,0.5192812772540204,D_background,ocean,1.0,0.0,,0.1315436337055646,1,161.01466068900965,,Subduction_Thrust,0.0,0,2,2.057451711844814,no_mapped_active_fault_within_radius
987,structure_0987,arc_1034,#1033,-63.71130920415396,-43.46434437291605,51.8218580015684,103.6437160031368,1,arc_1034,51.8218580015684,51.8218580015684,0.5188018030259534,D_background,ocean,0.9368004613589024,0.0631995386410975,accretionary complex;passive margin,0.287999759974632,1,962.6760004674815,,Subduction_Thrust,0.0,0,2,18.576640004654905,no_mapped_active_fault_within_radius
988,structure_0988,arc_1150,#1148,71.76288734664024,-13.976494760899438,96.1071160186468,192.2142320372936,1,arc_1150,96.1071160186468,96.1071160186468,0.5187981421100109,D_background,ocean,1.0,0.0,,0.2071648367425071,1,518.8878191333187,,Sinistral_Transform,0.0,0,5,5.399057225196971,no_mapped_active_fault_within_radius
989,structure_0989,arc_0555,#550,-173.52924916310022,66.12864658458523,19.859511503113396,39.71902300622679,1,arc_0555,19.859511503113396,19.859511503113396,0.5187494517051284,D_background,land,1.0,0.0,,0.0058537995697427,1,378.98875087257045,,Normal,0.0,0,10,19.08348807135342,no_mapped_active_fault_within_radius
990,structure_0990,arc_0629,#606,-131.38184575061783,68.01871575371634,18.855328342255792,37.710656684511584,1,arc_0629,18.855328342255792,18.855328342255792,0.5186241750420574,D_background,land,1.0,0.0,,0.0,1,564.9672872055554,,Strike-Slip,0.0,0,10,29.963269636595705,no_mapped_active_fault_within_radius
991,structure_0991,arc_0633,#615,-114.28587692748644,64.14628650603534,80.4859705304124,160.9719410608248,1,arc_0633,80.4859705304124,80.4859705304124,0.5179386389049152,D_background,land,0.9173664316416232,0.0826335683583767,craton;orogenic belt,0.0,1,1418.9542972707388,,Strike-Slip,0.0,0,20,17.629833968822844,no_mapped_active_fault_within_radius
992,structure_0992,arc_0935,#934,118.60404303283656,32.474809949201116,29.095181354645263,58.190362709290525,1,arc_0935,29.095181354645263,29.095181354645263,0.5177716259124947,D_background,land,0.6758179297472142,0.3241820702527858,accretionary complex;craton,0.0,1,567.6934279926171,,Sinistral,0.0,0,10,19.511596132463378,no_mapped_active_fault_within_radius
993,structure_0993,arc_1295,#1292,-62.47920956301704,54.7405620415759,77.81057201629197,155.62114403258394,1,arc_1295,77.81057201629197,77.81057201629197,0.5174231603595791,D_background,land,0.9368775776317314,0.0631224223682686,craton;shield;volcanic arc,0.0,1,1731.765831228644,,Dextral_Transform,0.0,0,40,22.256176588266783,no_mapped_active_fault_within_radius
994,structure_0994,arc_0833,#830,111.93468802484512,69.37296144076389,10.361278326179775,20.72255665235955,1,arc_0833,10.361278326179775,10.361278326179775,0.517305914711748,D_background,land,1.0,0.0,,0.0,1,1061.294179367151,,Spreading_Ridge,0.0,0,20,102.42888434775328,no_mapped_active_fault_within_radius
995,structure_0995,arc_0587,#581,-177.9069952599825,65.87026083630555,63.84627313783382,127.69254627566764,2,arc_0527;arc_0587,53.39816650874598,74.29437976692165,0.5171391290750044,D_background,mixed,0.9788128961856088,0.0211871038143912,orogenic belt;volcanic arc,0.3066843332506327,1,570.095731639523,,Normal,0.0,0,20,8.929193571076235,no_mapped_active_fault_within_radius
996,structure_0996,arc_0774,#768,170.33058480409937,48.07734524142885,205.6537236768461,411.3074473536922,1,arc_0774,205.6537236768461,205.6537236768461,0.5161987487348596,D_background,ocean,1.0,0.0,,0.2091694811757339,1,443.49127603009697,,Subduction_Thrust,0.0,0,5,2.1564952391865115,no_mapped_active_fault_within_radius
997,structure_0997,arc_0913,#912,59.4448171591219,36.67378794642018,89.53649312794855,179.0729862558971,1,arc_0913,89.53649312794855,89.53649312794855,0.5161604938171754,D_background,land,0.8362138094859499,0.16378619051405,accretionary complex;shield;volcanic arc,0.0,1,11.858623174735513,,Dextral-Reverse,340.8948131268114,1,2,0.13244457941623222,intersects_active_fault
998,structure_0998,arc_0985,#984,121.5651483156272,39.833026718240454,11.911391061063703,23.822782122127407,1,arc_0985,11.911391061063703,11.911391061063703,0.5158918760085696,D_background,mixed,0.7221263392224719,0.277873660777528,shield,0.1974649932007791,1,649.8558880813737,,Sinistral,0.0,0,10,54.55751429450093,no_mapped_active_fault_within_radius
999,structure_0999,arc_1169,#1167,-22.32471635447746,-54.274820149951395,169.96459976937027,339.92919953874053,1,arc_1169,169.96459976937027,169.96459976937027,0.5157104516081288,D_background,ocean,1.0,0.0,,0.198613955131392,1,278.26816843986825,,Subduction_Thrust,0.0,0,5,1.6372125067070327,no_mapped_active_fault_within_radius
1000,structure_1000,arc_1309,#1305,-94.43713286327711,28.468460404365366,42.46211482012241,84.92422964024482,1,arc_1309,42.46211482012241,42.46211482012241,0.5148335299465808,D_background,ocean,1.0,0.0,,0.6401499390995956,1,936.7860634587217,Z.F. Bedford-Latijas,Dextral,0.0,0,10,22.061691166987927,no_mapped_active_fault_within_radius
1001,structure_1001,arc_1060,#1057,118.66112837934321,45.9495991373683,86.10683463256686,172.21366926513372,1,arc_1060,86.10683463256686,86.10683463256686,0.5145185537374397,D_background,land,0.9605312877689672,0.0394687122310326,volcanic arc,0.0,1,656.3626060778017,,Sinistral,0.0,0,10,7.622653984188566,no_mapped_active_fault_within_radius
1002,structure_1002,arc_0082,#077,-1.3314664072194091,-23.49173591193425,168.75998205364417,337.51996410728833,1,arc_0082,168.75998205364417,168.75998205364417,0.514465339441239,D_background,ocean,1.0,0.0,,0.1909318584983805,1,1086.5081932640458,,Sinistral_Transform,0.0,0,20,6.438186233740382,no_mapped_active_fault_within_radius
1003,structure_1003,arc_1259,#1256,-81.7576163698609,34.736337183537074,107.71015290773396,215.4203058154679,1,arc_1259,107.71015290773396,107.71015290773396,0.514230275781276,D_background,land,0.8394167994223967,0.1605832005776033,accretionary complex;passive margin;volcanic arc,0.0,1,1158.9729404460481,Cay Sal Fault,Reverse,0.0,0,20,10.760108579911133,no_mapped_active_fault_within_radius
1004,structure_1004,arc_1300,1297,-113.31604736872129,53.28441927997283,120.8536244828742,241.7072489657484,1,arc_1300,120.8536244828742,120.8536244828742,0.5139633010882588,D_background,land,0.9140349224343474,0.0859650775656526,orogenic belt;shield;volcanic arc,0.0,1,583.8390889017469,Mission fault,Normal,0.0,0,10,4.830960522698109,no_mapped_active_fault_within_radius
1005,structure_1005,arc_0243,#243,-121.30485889928444,39.66196660895771,570.4102857361843,1140.8205714723686,1,arc_0243,570.4102857361843,570.4102857361843,0.5139582440639366,D_background,mixed,0.6790961680427472,0.3209038319572528,accretionary complex;magmatic province;oceanic crust;volcanic arc;wide rift,0.2652123544703791,1,19.8631383643035,Swain Ravine - Spenceville,Reverse,4203.6485558039385,1,2,0.034822545913013626,intersects_active_fault
1006,structure_1006,arc_0739,#724,-115.53567488967954,59.40674463653587,112.99105536357132,225.98211072714264,1,arc_0739,112.99105536357132,112.99105536357132,0.5137131384213867,D_background,land,0.901902743059375,0.0980972569406249,craton;shield;volcanic arc,0.0,1,1122.9931504453768,Chatham Strait section,Reverse-Strike-Slip,0.0,0,20,9.938779196564912,no_mapped_active_fault_within_radius
1007,structure_1007,arc_0261,#260,-113.64412505020498,47.76641244714052,78.79079669164753,157.58159338329506,1,arc_0261,78.79079669164753,78.79079669164753,0.5135483422398085,D_background,land,0.7410898588714885,0.2589101411285114,craton;orogenic belt;passive margin;wide rift,0.0,1,26.724001428004666,Mission fault,Normal,98.02816379090017,1,2,0.3391766875081951,intersects_active_fault
1008,structure_1008,arc_0679,#662,147.36577386163253,-21.13067677919018,81.63518614355827,163.27037228711654,1,arc_0679,81.63518614355827,81.63518614355827,0.5134900363369771,D_background,land,0.7486176417328114,0.2513823582671886,orogenic belt;volcanic arc,0.0,1,413.4420857331059,Dee Range Fault,Reverse,0.0,0,5,5.064508397225356,no_mapped_active_fault_within_radius
1009,structure_1009,arc_0514,#508,6.327039417093715,66.32548702852182,185.07434536687495,370.1486907337499,1,arc_0514,185.07434536687495,185.07434536687495,0.5134851357593678,D_background,ocean,0.8185977021902017,0.1814022978097983,oceanic crust;orogenic belt;passive margin,0.1767791905531464,1,676.8676621757569,,Spreading_Ridge,0.0,0,10,3.657274382540673,no_mapped_active_fault_within_radius
1010,structure_1010,arc_1008,#1007,-69.37205982843268,-42.91456955179402,8.551673527365896,17.103347054731792,1,arc_1008,8.551673527365896,8.551673527365896,0.5133915832990867,D_background,land,1.0,0.0,,0.0,1,501.2407702677931,,Subduction_Thrust,0.0,0,2,58.613178889932,no_mapped_active_fault_within_radius
1011,structure_1011,arc_0300,#303,8.77236998487669,18.826298820106025,31.86351128947998,63.72702257895996,2,arc_0300;arc_0303,29.68559178537287,34.04143079358709,0.5130479886510182,D_background,land,1.0,0.0,,0.0,1,1359.5682390572097,Western Fault Zone,Normal,0.0,0,20,42.668500238581146,no_mapped_active_fault_within_radius
1012,structure_1012,arc_0959,#958,132.45432007476802,44.95806366843019,92.32181814568057,184.64363629136113,1,arc_0959,92.32181814568057,92.32181814568057,0.5125599032505047,D_background,land,1.0,0.0,accretionary complex;orogenic belt,0.0,1,491.31149106449874,,Subduction_Thrust,0.0,0,10,5.321726769821913,no_mapped_active_fault_within_radius
1013,structure_1013,arc_0931,#930,133.8449848084838,27.388971745158138,77.18290790864029,154.36581581728058,1,arc_0931,77.18290790864029,77.18290790864029,0.512355233355958,D_background,ocean,0.8720418823860697,0.1279581176139302,oceanic crust;volcanic arc,0.2065975637554762,1,275.96861897677354,,Subduction_Thrust,0.0,0,5,3.57551466321315,no_mapped_active_fault_within_radius
1014,structure_1014,arc_0874,#873,69.98424370782863,47.76076888535393,65.79081614810742,131.58163229621485,1,arc_0874,65.79081614810742,65.79081614810742,0.5123101836374528,D_background,land,0.8872684663104988,0.1127315336895012,basin;volcanic arc,0.0,1,330.6395397979183,,Dextral,0.0,0,5,5.025618454916062,no_mapped_active_fault_within_radius
1015,structure_1015,arc_0546,#547,-173.02022237573493,66.1047976145522,17.457820472863432,34.915640945726864,1,arc_0546,17.457820472863432,17.457820472863432,0.5119487629037888,D_background,land,1.0,0.0,,0.0,1,356.16451938562466,,Normal,0.0,0,10,20.4014309769796,no_mapped_active_fault_within_radius
1016,structure_1016,arc_0880,#879,42.71823426466062,66.88227153724276,223.4433762786198,446.8867525572396,1,arc_0880,223.4433762786198,223.4433762786198,0.5117262899197855,D_background,mixed,0.9621140211501872,0.0378859788498129,orogenic belt;shield,0.279451861602106,1,2128.3107004258723,,Spreading_Ridge,0.0,0,20,9.525056127741298,no_mapped_active_fault_within_radius
1017,structure_1017,arc_1201,#1201,55.402910188615294,-16.712894790713694,87.5504322643289,175.1008645286578,1,arc_1201,87.5504322643289,87.5504322643289,0.5116216090310781,D_background,ocean,1.0,0.0,,0.1827608228074364,1,1031.2502636105992,,Spreading_Ridge,0.0,0,10,11.77892829240509,no_mapped_active_fault_within_radius
1018,structure_1018,arc_0054,#052,35.52674885214043,-27.95288336077917,1070.6217814562772,2141.2435629125544,1,arc_0054,1070.6217814562772,1070.6217814562772,0.5115125548220559,D_background,mixed,0.7473228117937298,0.2526771882062701,craton;oceanic crust;orogenic belt;passive margin;shield;volcanic arc,0.3910038871842226,1,461.42310956967987,,,492.4458262483288,1,5,0.4309861031801956,intersects_active_fault
1019,structure_1019,arc_1072,#1070,-78.21314343193409,39.50551656352555,21.232577489134513,42.46515497826903,1,arc_1072,21.232577489134513,21.232577489134513,0.511431658032033,D_background,land,1.0,0.0,,0.0,1,1678.674125414176,Cay Sal Fault,Reverse,0.0,0,20,79.06125039568158,no_mapped_active_fault_within_radius
1020,structure_1020,arc_0585,#579,-172.2849287429983,66.38483651086207,25.980785291097273,51.96157058219455,1,arc_0585,25.980785291097273,25.980785291097273,0.5109153234517825,D_background,land,1.0,0.0,,0.0,1,336.1782142249354,,Normal,0.0,0,10,12.939493955178182,no_mapped_active_fault_within_radius
1021,structure_1021,arc_0287,#286,17.536074675792264,-21.234251459661785,22.997564425096197,45.995128850192394,1,arc_0287,22.997564425096197,22.997564425096197,0.510852600349984,D_background,land,1.0,0.0,,0.0,1,1041.9067184433732,,Normal,0.0,0,10,45.30508966881674,no_mapped_active_fault_within_radius
1022,structure_1022,arc_1178,#1177,-57.60170224489687,-59.79040399001633,113.64559857305514,227.29119714611028,1,arc_1178,113.64559857305514,113.64559857305514,0.5098179892275218,D_background,ocean,0.9070502677326224,0.0929497322673774,accretionary complex;oceanic back-arc basin;oceanic crust,0.1579207132161053,1,40.465108114367936,,Subduction_Thrust,247.48028945644265,1,2,0.3560640149944358,intersects_active_fault
1023,structure_1023,arc_0597,#583,-156.4019789321285,61.48009421528996,46.858115405986226,93.71623081197245,1,arc_0597,46.858115405986226,46.858115405986226,0.5097218868584072,D_background,land,0.9231100103445165,0.0768899896554836,foredeep basin;passive margin;volcanic arc,0.0,1,20.48571259730819,Boss Creek section,Reverse-Strike-Slip,84.9466234181633,1,2,0.43718601185337247,intersects_active_fault
1024,structure_1024,arc_1018,#1017,-69.31161567472597,-27.419114002669673,29.04987206350355,58.0997441270071,1,arc_1018,29.04987206350355,29.04987206350355,0.5092216629274031,D_background,land,0.5099355482597596,0.4900644517402403,accretionary complex;volcanic arc,0.0,1,246.69149334970854,,Subduction_Thrust,0.0,0,2,8.49199930417719,no_mapped_active_fault_within_radius
1025,structure_1025,arc_1231,#1231,-64.26249493107812,7.462625412511156,70.46486509918455,140.9297301983691,1,arc_1231,70.46486509918455,70.46486509918455,0.5083744373219624,D_background,land,1.0,0.0,,0.0,1,252.32639431852334,El Merey - Areo - Este,Reverse,0.0,0,5,3.580882386751967,no_mapped_active_fault_within_radius
1026,structure_1026,arc_0316,#319,17.38737901687881,22.14587056623722,7.913181666729143,15.826363333458286,1,arc_0316,7.913181666729143,7.913181666729143,0.508326560811718,D_background,land,1.0,0.0,,0.0,1,772.7379579857603,Eastern Fault Zone,Normal,0.0,0,10,97.6519926535651,no_mapped_active_fault_within_radius
1027,structure_1027,arc_0805,#794,118.4572715301278,-22.290398260930218,304.33691908660455,608.6738381732091,1,arc_0805,304.33691908660455,304.33691908660455,0.5083255794683711,D_background,mixed,0.7303652421736946,0.2696347578263054,craton;orogenic belt;passive margin,0.1717307475365332,1,193.91849222302665,Balfour Downs Lineament,Reverse,44.30251073099926,1,2,0.63718359509266,intersects_active_fault
1028,structure_1028,arc_0907,#906,133.82095309747598,73.18960548012085,209.25408260775393,418.50816521550786,1,arc_0907,209.25408260775393,209.25408260775393,0.5081936300198923,D_background,mixed,0.8874950317922651,0.1125049682077349,continental back-arc basin;orogenic belt;passive margin;shield,0.3660312522626366,1,466.59496630733344,,Reverse,0.0,0,5,2.229801017464324,no_mapped_active_fault_within_radius
1029,structure_1029,arc_0589,#563,-173.6461600496528,64.91570129770356,22.50888754558292,45.01777509116584,1,arc_0589,22.50888754558292,22.50888754558292,0.5080878941146745,D_background,land,1.0,0.0,,0.0,1,371.50581762023,,Normal,0.0,0,10,16.50485022273494,no_mapped_active_fault_within_radius
1030,structure_1030,arc_0151,#153,40.35565161555141,-18.842189535009194,785.9399194345318,1571.8798388690636,1,arc_0151,785.9399194345318,785.9399194345318,0.5079276886101604,D_background,mixed,0.5672375451443243,0.4327624548556756,craton;narrow rift;oceanic crust;orogenic belt;shield,0.2801656329190232,1,154.60896656588025,,Normal,607.410688947837,1,2,0.19671855665140198,intersects_active_fault
1031,structure_1031,arc_0271,#269,-105.75152713346225,45.97571705864856,440.4554940770517,880.9109881541034,1,arc_0271,440.4554940770517,440.4554940770517,0.5078363010640555,D_background,land,0.6441716746796766,0.3558283253203234,craton;magmatic province;orogenic belt;shield;volcanic arc;wide rift,0.0,1,372.3753731296495,Emigrant fault,Normal,128.75067483388725,1,5,0.8454324628415408,intersects_active_fault
1032,structure_1032,arc_0672,#655,145.569506078043,-25.40508248297356,212.81542014979297,425.63084029958594,1,arc_0672,212.81542014979297,212.81542014979297,0.5077822189672896,D_background,land,0.8198472322126635,0.1801527677873365,orogenic belt,0.0,1,236.8639243808082,Forest Vale Scarp,Reverse,0.0,0,5,1.1130016998490446,no_mapped_active_fault_within_radius
1033,structure_1033,arc_0273,#272,-66.54469645236087,14.660338952019744,596.1083956794622,1192.2167913589244,1,arc_0273,596.1083956794622,596.1083956794622,0.5077357917563384,D_background,mixed,0.419196930643907,0.5808030693560929,accretionary complex;continental back-arc basin;oceanic back-arc basin;oceanic crust;ophiolite complex;orogenic belt;passive margin;shield;volcanic arc,0.3575363129055416,1,176.99453497998485,,Subduction_Thrust,882.269305285783,1,2,0.2969166954581158,intersects_active_fault
1034,structure_1034,arc_0121,#123,143.80562050564532,68.55649671248051,74.3462444713845,148.692488942769,1,arc_0121,74.3462444713845,74.3462444713845,0.5075763109447708,D_background,land,0.9341010152845368,0.0658989847154632,accretionary complex;ophiolite complex;passive margin;shield,0.0,1,112.5701367364621,NW Momsky Thrust,Reverse,0.0,0,2,1.5141334648018407,no_mapped_active_fault_within_radius
1035,structure_1035,arc_1094,#1091,-8.174833653845667,52.75864328988911,36.09081059875721,72.18162119751442,1,arc_1094,36.09081059875721,36.09081059875721,0.5072341064288762,D_background,land,0.8974656575050688,0.1025343424949312,orogenic belt;volcanic arc,0.0547090038964353,1,1076.6396642835919,,Sinistral,0.0,0,10,29.83140712058892,no_mapped_active_fault_within_radius
1036,structure_1036,arc_0195,#196,30.199710700164474,-30.01645771598561,21.11373635872428,42.22747271744856,1,arc_0195,21.11373635872428,21.11373635872428,0.5072061671748973,D_background,land,1.0,0.0,,0.0,1,202.30442771821674,,Sinistral_Transform,0.0,0,2,9.581649798076773,no_mapped_active_fault_within_radius
1037,structure_1037,arc_1276,#1273,-62.14129082115312,51.86326385345747,34.36331558710073,68.72663117420146,1,arc_1276,34.36331558710073,34.36331558710073,0.5072053416256308,D_background,land,1.0,0.0,,0.0,1,1795.3084631416746,,Dextral_Transform,0.0,0,40,52.24491387017369,no_mapped_active_fault_within_radius
1038,structure_1038,arc_0532,#528,-176.54166126397294,67.24088972989985,35.217356351904456,70.43471270380891,1,arc_0532,35.217356351904456,35.217356351904456,0.5070653481299919,D_background,land,0.8831063724259989,0.116893627574001,orogenic belt,0.0,1,545.7465011274522,,Normal,0.0,0,20,15.49652096750697,no_mapped_active_fault_within_radius
1039,structure_1039,arc_0403,#397,-41.049658692399134,-6.0232939682655635,108.96938694456692,217.93877388913384,1,arc_0403,108.96938694456692,108.96938694456692,0.5070235193479601,D_background,land,0.9072850677067712,0.0927149322932288,shield,0.0,1,1430.7445305891142,,Dextral_Transform,0.0,0,10,13.12978415962768,no_mapped_active_fault_within_radius
